happychild,Orinda,37.88058,-122.178856,"Tuesdays, 3:00 PM  to 9:00 PM",Davis Rd & Northwood Dr
happychild,Palo Alto - Addison Elementary - SCHOOL FAMILIES ONLY,0,0,"Wednesdays,",Addison Ave and Middlefield Rd.
happychild,Palo Alto - Escondido Elementary,37.42152,-122.15531,"Wednesdays, 2:00 PM  to 8:00 PM",Escondido Rd & Stanford Ave
happychild,Palo Alto - L. M. Nixon Elementary School,37.414253,-122.15605,"Wednesdays, 12:30 PM  to 9:00 PM",Stanford Ave at Junipero Serra Rd
happychild,Palo Alto-Fairmeadow,37.41884,-122.11656,"Wednesdays, 3:00 PM  to 8:00 PM",Redwood Cir & E Charleston Rd
happychild,Palo Alto-Stanford,37.4373,-122.17953,"Wednesdays, 3:00 PM  to 8:00 PM",Charles Marx Way & Sand Hill Rd
happychild,Parker School - SCHOOL FAMILIES ONLY,37.782825,-122.45438,"Tuesdays, 1:00 PM  to 3:00 PM",Parker Ave and Euclid Ave
happychild,Piedmont,37.82514,-122.2416,"Tuesdays, 3:00 PM  to 8:00 PM",Manor Dr & Cambridge Way
happychild,Piedmont Middle School - SCHOOL FAMILIES ONLY,37.822773,-122.23455,"Tuesdays, 1:00 PM  to 6:00 PM",Magnolia Ave and Bonita Ave
happychild,Pixar Emeryville - PRIVATE,37.83286,-122.284,"Tuesdays, 3:00 PM  to 8:00 PM",1200 Park Ave
happychild,Pleasanton,0,0,"Wednesdays, 3:00 PM  to 8:00 PM",Bernal at Hearst
happychild,Redwood City,37.452366,-122.23152,"Wednesdays, 3:00 PM  to 8:00 PM",Delaware Ave & Maryland St
happychild,S.F. Bernal/Misson,37.74729,-122.41736,"Tuesdays, 3:00 PM  to 8:00 PM",Precita Ave & Folsom St
happychild,S.F. Ferry Building - SAT,37.871613,-122.44387,"Saturdays, 8:00 AM  to 2:00 PM",One Ferry Building
happychild,S.F. Ferry Building - TUES,37.795197,-122.39301,"Tuesdays, 2:30 PM  to 4:00 PM",The Embarcadero
happychild,S.F. Noe Valley,37.74975,-122.43834,"Tuesdays, 3:00 PM  to 8:00 PM",Douglass St and 25th St
happychild,S.F. Presidio,37.793697,-122.45059,"Tuesdays, 3:00 PM  to 8:00 PM","Liggett Ave, Between Morton St & Vista Ct"
happychild,"S.F. Town School For Boys, PRIVATE",37.79205,-122.44025,"Tuesdays, 2:00 PM  to 6:00 PM",Pacific Heights
happychild,S.F.-Sunset Dist,37.75988,-122.46313,"Tuesdays, 3:00 PM  to 5:30 PM",6th Ave & Kirkham St
happychild,San Carlos,37.501225,-122.25797,"Wednesdays, 4:00 PM  to 8:00 PM",Ellm St & Arroyo Ave
happychild,San Francisco Almaden - Weekly Delivery,37.09024,-95.71289,,
happychild,San Jose-Almaden,37.21728,-121.87126,"Wednesdays, 3:00 PM  to 8:00 PM",Camelia Dr & Washoe Dr
happychild,San Jose-Almaden Weekly Delivery Waitlist,0,0,"Wednesdays, 3:00 PM  to 8:00 PM",Camelia Dr & Washoe Dr
happychild,San Jose-Naglee Park,37.336014,-121.87266,"Wednesdays, 4:00 PM  to 8:00 PM",S 14th St & E San Salvador St
happychild,San Jose-Willow Glen,37.310955,-121.89822,"Wednesdays, 4:00 PM  to 8:00 PM",Chabrant Way & Willow St
happychild,San Ramon,0,0,"Tuesdays, 3:00 PM  to 8:00 PM",Mediar Drive & S. Gale Ridge Road
happychild,Santa Clara,37.319134,-121.98591,"Wednesdays, 3:00 PM  to 8:00 PM",Capistrano Ave & Lago Vista Circle
happychild,Santa Cruz Farmers Market,36.976166,-122.02634,"Wednesdays, 2:30 PM  to 6:30 PM",
happychild,Sunnyvale,37.356354,-122.04705,"Wednesdays, 3:00 PM  to 8:00 PM",Somerset Dr & Pimento Ave
happychild,Trilogy - Brentwood,0,0,"Thursdays, 1:00 PM  to 8:00 PM",Trilogy Parkway
happychild,Twitter - PRIVATE,37.776775,-122.416794,"Tuesdays, to 7:00 PM",Market St and 10th St
happychild,Walnut Creek - Lotties Creamery,37.89946,-122.06084,"Tuesdays, 5:00 PM  to 10:00 PM",N Main St
shootingstar,Albany: Madison St off Solano & San Pablo,37.88956,-122.3006,"Tuesdays, 4:00 PM  to 9:00 PM",Madison St at Solano Ave
shootingstar,Benicia: Rose Dr. at Oxford Way,38.09008,-122.17605,"Tuesdays, 4:00 PM  to 9:00 PM",Rose Dr. at Oxford Way
shootingstar,Berkeley: California St.,37.865578,-122.27923,"Tuesdays, 4:00 PM  to 8:00 PM",California St. at Channing Way
shootingstar,Berkeley: Curtis St.,0,0,"Tuesdays, 4:00 PM  to 9:00 PM",Curtis St. at Cedar St.
shootingstar,"Berkeley: King St, near Ashby BART",37.852287,-122.27409,"Tuesdays, 4:00 PM  to 7:00 PM",King St at Ashby
shootingstar,Berkeley: Washington School,0,0,"Tuesdays, 3:00 PM  to 6:00 PM",McKinley Ave at Bancroft Way
shootingstar,Concord: Port Chicago Hwy & N 6th St.,37.98882,-122.02906,"Tuesdays, 4:00 PM  to 7:00 PM",N 6th St. at Reva Dr.
shootingstar,"Fairfield: Farm Pickup, Gordon Valley Rd, Suisun Valley",38.294903,-122.10651,"Fridays, 3:00 PM  to 9:00 PM",Gordon Valley Rd at Mankas Corner Rd
shootingstar,Fairfield: Green Valley,38.25281,-122.1673,"Fridays, 4:00 PM  to 9:00 PM",Green Valley Rd at Rockville Rd
shootingstar,Fairfield: Kolob Dr,38.26489,-122.0707,"Fridays, 4:00 PM  to 9:00 PM",Kolob Dr at Oliver Rd
shootingstar,"Lafayette, Mt Diablo Blvd. (Temple Isaiah)",37.888954,-122.135086,"Tuesdays, 4:00 PM  to 7:00 PM",945 Risa Rd.
shootingstar,Oakland: Glenview Neighborhood,37.803944,-122.22118,"Tuesdays, 4:00 PM  to 9:00 PM",Elston Ave at E 38th St.
shootingstar,Oakland: Grand Ave (Oakland Acupuncture Project on Grand),37.81666,-122.24536,"Tuesdays, 4:00 PM  to 7:00 PM",Grand Ave at Weldon Ave
shootingstar,Oakland: Laurel Ave at MacArthur Blvd (Oakland Acupuncture Project),37.795963,-122.203514,"Tuesdays, 4:00 PM  to 7:00 PM",Laurel Ave at MacArthur Blvd
shootingstar,Oakland: Lincoln (near Mormon Temple),37.80592,-122.202126,"Tuesdays, 4:00 PM  to 8:00 PM",Charleston St at Coolidge Ave
shootingstar,Oakland: Temescal/Rockridge,37.844803,-122.257706,"Tuesdays, 4:00 PM  to 9:00 PM",Howell St off Claremont Ave.
shootingstar,San Francisco: Glen Park/Noe,37.739117,-122.42601,"Tuesdays, 4:00 PM  to 9:00 PM",Chenery St at Fairmount St
shootingstar,San Francisco: Mission (near Bryant and 23rd),37.753704,-122.40799,"Tuesdays, 4:00 PM  to 9:00 PM",York St at 23rd
shootingstar,San Francisco: Noe & Market,37.765896,-122.432365,"Tuesdays, 4:00 PM  to 9:00 PM",15th St at Market
shootingstar,Suisun CIty: near Walters Rd & Pintail Dr,38.251053,-121.99762,"Fridays, 4:00 PM  to 9:00 PM",Heron Dr. at Pintail Dr.
shootingstar,Tesoro Martinez (EMPLOYEES ONLY),37.999756,-122.104485,"Tuesdays, 2:00 PM  to 5:00 PM",
shootingstar,Vacaville: City Hall,38.351067,-121.993706,"Tuesdays, 2:00 PM  to 5:00 PM",650 Merchant St
shootingstar,Vacaville: near Marshall Rd & Peabody Rd,38.34687,-121.967766,"Fridays, 3:00 PM  to 9:00 PM",Folsom Dr at Trinity Dr
shootingstar,Vallejo: Camino Alto at Tuolumne St.,38.11735,-122.23883,"Tuesdays, 4:00 PM  to 7:00 PM",Camino Alto at Tuolumne St
shootingstar,"Walnut Creek, Geary Rd at North Main",37.930492,-122.06619,"Tuesdays, 4:00 PM  to 9:00 PM",Geary Rd at North Main
shootingstar,Walnut Creek: Ygnacio Valley Rd & San Carlos Dr,37.915154,-122.03581,"Tuesdays, 4:00 PM  to 9:00 PM",Santa Fe Dr at Los Cerros Ave
marinsun,Alameda,37.771217,-122.2824,"Thursdays,",
marinsun,Belmont,37.51073,-122.3135,"Thursdays, 1:00 PM  to 7:00 PM","3 minutes from HWY 92 & 280, Adjacent to Ralston Middle School"
marinsun,Berkeley - Downtown/Ashby Ave,37.85672,-122.25779,"Thursdays, 9:00 AM  to 9:00 PM",Elmwood
marinsun,Berkeley - North Berkeley,37.870884,-122.28065,"Thursdays, 9:00 AM  to 9:00 PM",University and Sacramento
marinsun,Concord - Concord/Martinez,37.94612,-122.02123,"Thursdays,",
marinsun,Livermore,37.758343,-121.73589,"Thursdays, 3:00 PM  to 7:00 PM",near N. Vasco Rd
marinsun,Los Gatos,37.22934,-121.954636,"Thursdays,",near Highway 17
marinsun,Menlo Park,37.459904,-122.154,"Thursdays,",Near Willow Oaks Park
marinsun,Mill Valley,37.904617,-122.53905,"Thursdays,",Near Boyle Park
marinsun,Mountain View,37.410847,-122.0991,"Thursdays,",near Rengstorff and Middlefield
marinsun,Oakland - Claremont,37.843693,-122.251884,"Thursdays,",Rockridge BART
marinsun,Oakland - Glenview,37.808735,-122.212425,"Thursdays,",Dimond Canyon
marinsun,Oakland - Temescal,37.828262,-122.257576,"Thursdays,",Just a 10 minute walk from the MacArther BART.
marinsun,Palo Alto,37.43619,-122.12241,"Thursdays, 2:30 PM  to 7:30 PM",near Midtown Palo Alto
marinsun,Petaluma,38.228355,-122.649734,"Thursdays, 3:00 PM  to 7:00 PM",English Street
marinsun,San Anselmo,37.97556,-122.55979,"Thursdays, 2:00 PM  to 7:00 PM",near Red Hill Shopping Center
marinsun,Santa Clara,37.33327,-121.99348,"Thursdays, 4:00 PM  to 8:00 PM",Near San Jose
marinsun,Santa Cruz,37.0868,-122.08632,"Thursdays, 2:30 PM  to 7:30 PM",831 609 6095
marinsun,Santa Cruz - Scotts Valley,37.04146,-122.03851,"Thursdays, 3:00 PM  to 7:00 PM",100 Tan Oak Dr
marinsun,Santa Monica,34.017624,-118.484985,"Fridays, 10:00 AM  to 2:00 AM",(310) 399-1517
marinsun,Santa Rosa,38.439983,-122.71032,"Thursdays, 3:30 PM  to 7:30 PM",
marinsun,SF - Forest Knolls / Inner Sunset,37.757763,-122.46069,"Thursdays, 5:00 PM  to 9:00 PM",Forest Knolls
marinsun,SF - Glen Park,37.73473,-122.43054,"Thursdays, 4:30 PM  to 8:30 PM",Glen Park
marinsun,SF - Mission,37.75057,-122.41424,"Thursdays, 4:00 PM  to 8:00 PM",near 24th and Mission
marinsun,SF - Outer Sunset,37.751614,-122.48728,"Thursdays, 5:30 PM  to 9:00 PM",One block west of Sunset Reservoir
marinsun,SF - Russian Hill / Leavenworth North,37.80293,-122.41842,"Thursdays, 1:30 PM  to 7:30 PM",Leavenworth at Chestnut
marinsun,SF- SOMA,37.772144,-122.40801,"Fridays, 11:00 AM  to 3:30 PM",SoMa by the 8th & Bryant freeway on-ramp.
marinsun,SF-3rd and Fulton,37.774532,-122.46027,"Thursdays, 4:00 PM  to 8:00 PM",Inner Richmond
marinsun,SF-South East / Balboa Park,37.09024,-95.71289,"Thursdays,",
marinsun,SF-Waller,37.771137,-122.43282,"Thursdays, 3:00 PM  to 7:30 PM",near Duboce Park
marinsun,Walnut Creek,37.88199,-122.03975,"Thursdays, 4:00 PM  to 8:00 PM",Off 680 near the Sugarloaf Open Space
marinsun,Woodside - Redwood City/Woodside,37.454754,-122.27511,"Thursdays, 1:30 PM  to 7:00 PM",2 minutes off the 280 Exit for Canada Road
